;0,4453125;0,3007813;0,3027344;0,3007813;0,3007813;0,4472656;0,3007813;0,4492188;0,3007813;0,3261719;0,3046875;0,3164063;0,3378906;0,3085938;0,4707031
;0,4238281;0,5898438;0,4257813;0,4296875;0,3828125;0,4804688;0,5976563;0,4082031;0,5234375;0,5449219;0,5683594;0,4609375;0,4140625;0,5527344;0,4746094
;0,6347656;0,7714844;1,126953;0,4375;0,8691406;0,4785156;0,4355469;0,578125;0,859375;0,875;0,8808594;0,6601563;0,4453125;1,134766;0,7578125
;1,175781;1,070313;1,330078;0,2519531;1,109375;0,4804688;1,132813;0,5996094;0,1289063;1,355469;0,7617188;0,7636719;0,2988281;1,037109;0,75
;0,1835938;0,7128906;1,302734;0,265625;0,6621094;0,6484375;0,7636719;0,7578125;0,8574219;0,7597656;0,5898438;0,6171875;0,4609375;1,166016;1,453125
;0,4179688;0,5507813;1,080078;0,2636719;0,06640625;0,6054688;0,5976563;0,6347656;0,484375;0,4589844;0,5058594;0,7851563;0,5175781;0,9570313;0,9160156
;0,3515625;0,8164063;0,2011719;0,2558594;0,9375;0,7285156;0,3671875;0,4824219;0,3925781;0,3984375;0,6171875;0,7910156;0,4941406;1,371094;0,8359375
;0,7910156;0,4121094;0,4628906;0,3730469;0,2265625;0,3085938;0,453125;0,8203125;1,025391;1,011719;0,9433594;0,8183594;0,5019531;0,5976563;0,359375
;0,265625;0,375;0,7480469;0,6523438;0,3300781;0,6171875;0,3457031;1,039063;0,6640625;0,4140625;0,6464844;0,6035156;0,8203125;0,4707031;1,195313
;0,4414063;0,3105469;0,3554688;0,9101563;0,5820313;0,3261719;0,5195313;0,1855469;0,8632813;0,7890625;0,7070313;0,1953125;1,146484;0,1796875;0,4941406
;0,25;0,6015625;0,9101563;0,5097656;0,8417969;0,6308594;0,5117188;0,9199219;0,9042969;0,4980469;0,828125;0,2167969;0,7871094;0,3535156;0,4628906
;0,2402344;0,2578125;0,4335938;1,03125;0,8203125;0,4140625;0,3476563;0,005859375;0,6972656;0,6464844;0,5859375;0;0,7851563;0,2441406;0,5058594
;0,1679688;0,4023438;0,2167969;0,8066406;0,8359375;0,7519531;0,5175781;1,003906;0,7773438;0,5175781;0,5820313;0;0,6445313;0,1484375;0,46875
;0,2382813;0,203125;0,1855469;0,8085938;1,158203;0,7089844;0,6328125;0,7128906;0,3632813;0,2304688;0,8828125;0;0,9609375;0,1503906;0,4726563
;0,6054688;0,203125;0,2695313;0,8769531;0,9765625;0,5605469;0,21875;0,9726563;0,2363281;0,1875;0,828125;0;0,734375;0,1152344;0,2890625
;0,359375;0,4414063;0,2050781;0,6796875;0,8300781;0,6738281;0,5371094;0,7246094;0,2832031;0,08007813;0,6308594;0,001953125;0,7382813;0,00390625;0,2949219
;0,2402344;0,1777344;0,4707031;1,193359;0,6054688;0,4082031;0,1503906;0,03125;0,4277344;0,00390625;0,7363281;0;0,1738281;0,1132813;0,1640625
;0,4394531;0,2636719;0,3886719;1,507813;0,4375;0,2636719;0,0234375;0,4453125;0,2402344;0,2246094;0,8007813;0;0,8710938;0,3710938;0,1113281
;0,0234375;0,1464844;0,5839844;1,439453;0,4609375;0,2695313;0,0078125;1,369141;0,4238281;0,3378906;0,6835938;0,001953125;0,03515625;0,1484375;0,1445313
