;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015;13015
;24811;39096;34574;39096;39096;34574;24811;24811;34574;34574;39096;39096;24811;39096;24811;34574;34574;24811;24811;39096;34574;39096;34574;39096;34574
;39094;41018;40977;41018;41018;40977;39684;40054;40977;40977;40588;41018;39094;41018;44136;40977;40977;29113;39684;40588;40977;40588;40977;40588;40977
;60901;39906;43434;41753;39906;30739;46463;67045;30739;34086;29269;43846;60901;39906;46698;34086;30739;46463;37596;41235;30739;40077;36481;38302;30739
;58535;53235;40783;63896;53235;27204;60131;68279;27204;31031;43534;58010;58535;53235;72497;31031;27204;60131;36551;59288;27204;56448;31429;47145;27204
;56854;55134;34951;48513;49623;29851;60376;63238;29851;38629;54663;45069;61570;55134;65392;38629;29851;60376;70893;59061;29851;68448;32518;41696;29851
;56824;58331;39759;41854;50347;33925;66260;78052;33089;39494;57810;52938;50188;55188;64766;59338;33089;66260;67277;61376;33925;65661;26339;37441;33089
;65971;69788;39873;44269;66738;26397;62875;45694;34139;39424;58710;46586;49140;39463;73814;52250;34139;62875;71460;67447;26397;81536;35488;31412;34139
;70400;64870;64120;30381;67704;22883;46430;49761;29885;31887;63278;42658;45128;76267;73053;16008;29885;46430;63187;57448;23813;68067;38396;30343;29885
;61798;70467;56616;35532;72364;27996;45169;48131;25456;33961;66596;49846;43820;35981;76232;16079;25456;45169;65520;50123;29310;50311;49974;29892;25456
;62529;62773;46192;25114;68331;28000;35827;36145;29000;33893;48034;54781;56516;48590;70627;29119;29000;35827;43502;57042;24604;53437;46684;24408;32751
;28449;59281;33261;25952;74886;44982;30055;31429;26678;33228;58383;45950;42557;47009;70569;22009;26678;30055;39306;56502;25135;52927;45566;18476;40390
;12764;59107;47195;24759;74624;51223;31836;35873;53773;37392;72539;60949;41549;36522;70072;20217;53773;31836;65000;59569;25526;35094;42578;16926;8468
;13810;59260;40089;24380;83973;10404;31986;41693;42687;47724;71195;60866;27982;44335;70069;21950;42687;31986;61690;68230;20727;44481;44847;18551;8082
;14487;59107;39379;17356;87095;67299;28276;34371;43596;39482;70187;45381;26967;36072;77665;22759;43596;28276;66387;63045;27056;43424;49127;30445;63615
;21681;66795;42999;9267;77372;64451;29712;42912;36259;48437;68114;53577;26445;35450;84719;23719;36259;28426;68542;44071;34730;5128;58495;32422;64545
;22807;65040;4761;9697;73314;66394;28329;50260;39749;45956;76716;44806;31725;31439;82897;17613;39749;37823;58945;46307;36001;51684;67857;41305;51822
;21276;54643;17589;13244;87444;3354;36071;57407;32662;34779;45225;54167;21039;36253;74099;18778;32662;33656;68171;43031;30333;71742;49726;35514;51768
;22865;49630;15681;12199;66925;40615;36367;61412;42228;31573;25038;48356;37250;45150;102241;23665;42228;2727;66352;65439;25773;65314;46357;43600;39729
;28522;38565;20742;9091;84032;37882;24623;48721;51022;31904;679;54943;31088;46383;82165;27116;55453;4605;67389;91699;19383;100653;33178;42642;39425
;25746;47350;25751;9793;80955;51685;2477;61451;46924;29081;30849;62787;25547;42659;65520;26385;51323;24570;66065;67955;24257;88921;55873;59595;27500
;43231;42440;34722;10893;10978;38483;37830;39912;49250;32396;25770;54011;18219;39638;84364;21617;50544;19866;65984;47817;36733;61226;38721;83400;37425
;4796;33162;26311;13684;88060;42869;36250;61451;42472;28586;10706;47606;15182;42659;98476;6571;45548;13349;49848;28271;19510;63841;32540;75094;76229
