;4,580057;4,920694;4,642059;5,071686;4,677979;4,963013;4,45813;5,084778;4,558716;5,183716;4,355835;5,12915;4,325439;4,897217;4,198975;4,830078;4,480957;4,810547;4,253906;4,71875;4,516113;5,139648;4,174805;5,187256;4,265869;4,780518;4,272461;4,675781;4,216309;5,116699
;5,718772;5,779829;5,719727;6,067963;5,788635;5,76062;5,6521;5,430786;5,470093;5,525391;5,893433;6,506958;5,620605;5,610718;5,484375;5,864014;5,45874;5,815918;5,438477;5,467285;5,392334;5,387939;5,649658;6,188477;5,258789;5,424072;5,456055;5,382568;5,658691;5,371094
;5,930672;5,077482;6,795074;5,476318;6,208923;5,404114;6,193115;5,987122;6,31958;6,170288;6,891113;7,029053;6,270386;6,274902;6,189453;5,154785;6,159668;6,08374;5,999268;5,098877;5,960938;6,023926;6,62915;6,334961;5,841797;5,082764;6,070801;6,124268;6,150391;5,748535
;5,834591;5,767799;5,880035;5,60849;5,677551;5,362366;5,608765;5,068481;6,087891;5,396729;6,466309;6,388916;5,039429;5,297119;5,440918;5,294678;5,431885;5,438721;5,182373;5,240479;5,266357;5,465088;5,987061;5,562744;5,193115;5,344238;5,441406;5,394531;5,388184;5,660645
;6,068375;5,744793;5,904266;5,563904;5,125305;5,036133;5,206909;4,777954;5,708252;5,63855;6,042847;5,132935;4,72168;4,181519;5,016113;4,620605;5,30127;5,666748;5,510986;5,031738;5,255127;4,556641;5,913086;5,929932;4,630371;4,784912;6,112793;5,823242;5,42627;4,484863
;5,927319;5,742661;5,8685;5,738098;5,065674;4,773499;4,86084;4,46814;5,850708;5,402832;5,362793;4,788818;4,231445;4,370728;5,110107;4,582031;5,352051;5,078613;4,947266;4,935303;5,407715;5,414063;5,834229;5,804932;5,050537;4,8479;5,043945;5,29248;5,086914;4,882324
;6,007439;5,416786;5,908722;5,522156;5,194458;4,91571;5,189697;4,962891;4,599609;4,502197;4,144043;4,133301;4,800171;4,54895;5,445801;4,856934;5,249512;5,464355;5,367188;4,665039;5,146729;5,037598;5,338379;5,126709;5,166016;4,541016;5,280273;5,006348;5,352051;5,320801
;6,247009;5,750618;5,919098;5,660706;4,710754;4,976135;5,297729;4,8927;4,495483;4,789917;4,237305;4,066772;4,453613;4,782104;4,839355;4,73877;5,136475;4,902832;4,922119;4,770752;5,174072;5,340332;4,727783;5,150635;4,876221;4,542725;5,052246;4,916992;5,069336;5,177246
;6,098442;5,964821;6,063446;5,517059;5,118896;4,805664;5,191406;5,02002;4,522583;4,543579;4,107056;4,051392;4,72644;4,057129;4,987061;4,839355;5,138184;5,208496;5,065918;4,833008;5,187744;5,121826;5,484863;5,515869;4,916748;4,562744;5,040039;4,680176;4,877441;4,526367
;5,746292;5,596596;6,224274;5,612885;5,430542;4,972107;4,948853;4,544922;4,231323;4,229858;4,245605;4,161499;4,115967;3,922119;5,001953;4,81543;4,744141;5,011719;5,212402;4,743408;4,658203;5,197754;5,418457;5,088135;5,071533;4,616455;4,737305;4,961426;4,746582;4,946289
