;10043;10355;10031;10323;10045;10340;9991;10317;10045;10247;10053;10426;9995;10315;9976;10473;10046;10575;10048;10265;10013;10266;10065;10469;9998;10360;9989;10300;10044;10363
;11505;12763;11599;13119;11626;12807;11641;12477;11621;12575;12545;12471;12970;12961;11657;13216;11618;12754;11563;12858;11623;12902;12892;12836;11656;12736;11553;12769;12899;13121
;12676;10109;12993;10372;12628;10135;10167;16521;10170;16384;16115;14587;14012;14343;12890;10382;12559;14388;12672;10125;12523;14361;14759;14702;12636;10144;12436;14639;14060;17365
;14301;12463;14348;10071;12436;11078;11158;10459;12632;10037;13505;16590;10710;13631;12883;11263;10941;15018;12465;11059;10978;14906;12761;14622;12528;11066;15899;10819;10451;16736
;13962;12915;13942;10102;13865;8612;12116;10553;14816;11808;13461;10706;11711;8644;14289;8701;11035;14522;12348;10670;12229;9787;13314;14155;13843;8643;16437;13010;11486;12178
;13914;12946;13910;11161;14831;8355;11885;8757;14302;12126;14388;10775;11516;10511;15334;8372;12348;10686;13636;8383;13526;11964;12954;14091;14765;8354;10630;14111;11528;14859
;13412;11156;13978;10400;14806;9120;12895;10069;8951;12343;9055;10582;12276;11639;15351;9165;13692;12801;14793;9106;12408;10595;13416;10703;14807;9104;12035;12935;13361;16124
;15942;12273;13352;9164;13958;9222;13691;11471;9052;12492;8936;11386;10975;13142;14519;9235;12617;11459;13985;9210;13710;12240;13146;10827;13941;9188;13071;10921;11550;18040
;15549;12900;16000;10511;14254;9164;13359;11335;8526;12817;8657;11463;11742;11315;14842;9219;14089;12699;14246;9185;13317;13244;14597;12463;14268;9120;13919;12938;12091;14110
;15920;10508;15654;10658;13922;10194;13690;9182;8678;11490;8558;11435;11174;11216;14498;9707;13005;10151;13913;10134;11025;14500;15517;10544;13931;10149;12836;12191;12716;15612
;15963;11079;15995;8516;14207;10348;13743;10249;8550;12297;8677;11970;9450;10989;14770;9926;15876;10831;14201;10361;11774;11762;16372;11640;14204;10314;13561;12236;13377;15390
;15944;14408;16084;9361;13948;10119;11413;11208;8692;12634;10429;12005;11027;10918;14519;9666;15768;11046;13974;10121;13601;12018;12571;12548;13941;10161;10552;13521;12032;15457
;14454;10544;13609;10177;14221;10347;12348;9235;8654;12539;10462;10459;11437;10653;14785;9916;12904;12095;14221;10374;13966;12490;13168;11358;14208;10337;10315;12167;12089;12547
;13570;11168;12933;8301;13909;10152;14543;11737;9606;13870;8673;9983;8284;13726;14493;9687;11845;12110;13935;10160;14003;12620;12434;12618;13981;10175;7842;12489;12064;11349
;13506;13046;15179;10608;14212;10356;11714;8852;9432;14256;9501;11412;7957;12503;14195;10526;12015;11652;14215;10324;14351;12691;15065;16501;14210;10376;7949;10065;12107;12805
;10919;10142;12985;8253;13935;10175;14394;8928;10800;10887;10404;9594;7980;12101;13944;10008;10696;10316;13951;10175;14359;12666;15088;9897;13942;10130;8492;12126;12848;10117
;12082;10059;15755;10620;14212;10377;11810;9459;7803;10355;10986;10358;7806;13122;14208;10508;11634;11959;14212;10383;13916;14331;16843;9523;14211;10375;9944;10929;13913;10865
;11035;9661;14948;8236;13941;10154;10807;10096;8018;11829;10222;9148;7935;13710;13866;10689;11834;8806;13929;10195;10898;13620;14988;7202;13978;10163;10817;10974;14005;10563
;10969;8981;16065;8133;13654;10871;9780;8649;6623;14427;11175;7426;8518;14204;14075;11083;9569;9484;14225;10362;10198;13999;15546;7414;14209;10385;13219;9971;14107;7462
;12139;10278;14611;8421;13306;11020;9900;10220;6814;15217;11304;7965;8436;14620;13842;11009;8930;9398;13944;10139;10438;12235;14431;9114;13967;10171;10295;11810;15128;7691
;13468;10794;15776;10369;14641;12489;10950;7651;6590;14375;8405;7957;10210;10734;14560;11512;8900;8301;14218;10370;9010;8389;11631;7036;14192;10358;12909;10523;12963;7793
;14263;8890;14126;10282;11370;10221;13340;8011;6838;15216;10950;7510;6997;10763;14512;12420;8819;7873;13918;10163;8310;8008;11625;5769;13932;10201;10113;11612;10626;8305
;16325;9266;12964;9821;11283;10339;12115;8732;6646;14411;9504;7947;7494;11727;11718;9728;8328;6436;14216;10391;6749;8924;9326;6700;14217;10339;10520;11128;9630;7118
;14245;6891;13721;10151;11142;7526;13251;6757;6838;15245;7421;8814;5985;15060;12174;10712;7740;4216;13945;10187;5733;9175;8982;7982;13935;10182;10767;10944;8647;7339
;13569;7365;14557;7524;11471;8001;11811;6519;6600;14446;6449;8258;6560;16073;9894;10652;6570;4842;14230;10374;7074;10095;11033;7879;14202;10327;10157;11478;8662;9242
;11780;7481;15747;7263;12637;8438;10989;6879;6820;15210;8838;6064;6008;15076;12029;10706;5029;5032;13946;10145;9919;7843;11388;6232;13946;10119;7468;12441;7936;6726
;11598;6555;14602;8547;11565;6706;12258;8825;6602;14412;8696;7734;6567;16104;10192;10403;5376;3076;14211;10355;11341;7538;14043;6642;14223;10422;8903;7500;7984;7374
;10725;7537;10409;6829;12676;6748;8291;5817;6848;15216;5226;7519;6006;15048;10249;10861;5760;3191;13356;10022;10117;8032;15310;2805;13937;10165;9615;10189;8981;7815
;10622;7597;10611;7486;12554;6774;9124;6193;6615;14408;4683;7127;6608;15220;10071;11052;5907;2805;14001;10477;10001;5912;14873;2544;14223;10343;7885;13721;5095;6930
;10110;8452;8487;8884;13404;6827;8801;5881;6860;15212;4536;7664;6230;13896;8741;11314;5545;3292;10575;7999;10220;5619;14797;2155;13935;10183;7842;13631;4705;6444
;7795;13284;9416;6441;13382;6768;7983;6661;6621;14411;4719;8001;7067;14733;8382;10522;5637;3110;11731;8379;9413;5465;15749;1698;13668;10895;8257;15206;3717;5394
;7618;6442;10988;7498;13602;8147;6982;8127;6844;15251;3778;7915;6640;13882;9096;7338;5509;3285;12014;8301;8998;5065;15285;1621;13307;11003;7919;16097;3787;6285
;6116;5969;11413;7628;13364;6014;6999;12334;6605;14432;4494;7596;7058;14667;10211;6923;5620;3106;12145;9759;9070;6212;15730;1680;13288;11326;7578;14655;3764;3624
;8418;7410;10170;7713;15229;7531;6925;11555;6829;15193;4370;7347;6649;13911;9861;6659;5529;3277;10876;9160;8784;8686;15282;1630;12936;13107;7806;8088;3841;3383
