;1839;1839;1839;1839;1839;1839;1839;1839;1839;1839;1839;1839;1839;1839;1839
;1909;2462;2462;1825;2533;2545;2069;1885;2533;3665;1997;3535;1526;1997;2344
;3903;60;4657;1151;4866;6672;4822;2090;4866;6732;3701;66;788;4576;2070
;4268;910;5525;1131;6797;3972;1673;3636;4807;5531;3771;1574;1601;5563;4685
;4360;8216;7235;1016;5009;901;2499;3577;6774;2805;5053;1542;2268;6221;6012
;3330;3025;3663;1075;5798;663;2818;3191;3444;594;6002;2430;4406;7646;6139
;1969;3196;901;24;7287;2007;3628;3593;1172;2070;3037;3479;3701;4633;2117
;2077;4405;3299;118;6954;29;1772;4501;3181;2090;3643;5414;4891;5295;4217
;1876;3533;530;4177;3171;1210;2740;2023;3435;3739;2890;3650;2836;5324;6797
;1344;4326;1563;2782;5102;2922;2254;5085;3399;3393;2572;3189;3660;4369;4482
;2872;3475;4414;2846;3646;3233;1131;4318;3292;3504;2999;1960;2700;3435;1510
;2659;3844;1229;2463;3760;3625;543;4759;2170;5086;3033;1960;2908;4330;1887
;2766;3582;1055;2627;4556;2538;802;7482;3466;2720;1349;1960;4242;2590;2476
;1872;4688;1481;1642;4033;2712;2189;9940;2122;4733;81;1960;4328;2749;2312
;3671;5940;1126;2202;78;1179;4765;7947;2677;4751;3402;1960;4185;2088;835
;4861;2967;631;3649;3436;1748;2785;5799;1828;5620;2794;1960;4339;2994;500
;3616;3823;1154;3521;1790;1221;2559;5414;182;4321;3478;1960;5569;3536;487
;4622;6337;22;3806;1056;1331;2246;4898;237;3251;4356;1960;5892;1786;252
;13971;3594;894;2323;683;1636;3574;4751;241;3103;3513;1960;5483;1592;750
;9980;6218;620;2887;651;3121;4114;3642;31;1050;170;1960;4988;2590;513
;8122;3712;2970;3133;577;1041;2730;2068;321;2216;615;1960;4237;2599;487
;8000;5221;574;3416;308;2577;2468;2443;215;2173;404;1960;504;3344;462
;4946;4766;2539;3851;1424;118;2705;3650;454;2870;1330;1960;4970;3197;499
;3949;1557;1199;3406;2578;459;2708;4145;7;1366;892;1960;166;3266;480
;6474;2425;436;2810;118;552;4536;4138;35;2532;1395;1960;6610;3096;478
;7969;1934;1641;2430;1308;471;3198;3924;90;3678;59;1960;5414;3479;3634
;7014;2797;2066;2335;478;12;3416;2549;156;1455;922;1960;8468;3704;4240
;1530;2321;676;3174;577;326;3518;60;93;2321;813;1960;5764;3690;5225
;2745;1892;174;2946;245;333;2927;1011;103;704;832;1960;3177;3784;3289
;2504;530;55;4324;220;428;2658;99;126;887;705;1960;222;4028;2932
;1643;720;479;2656;30;44;2943;67;47;1187;647;1960;1625;4681;3434
;1159;45;484;2621;96;70;3816;1794;63;1173;292;1960;423;4510;3430
;392;722;62;2910;23;122;4077;360;33;1057;349;1960;2427;5533;19
;296;692;55;3462;4;31;4309;435;13;1309;198;1960;3113;4859;4149
;194;241;437;3342;9;19;3876;209;55;833;66;1960;2336;5042;96
;68;1044;99;6104;4;7;4363;18;31;423;195;1960;2169;5117;397
;288;1037;64;5370;7;3;4767;91;146;324;79;1960;2549;5537;102
;277;1210;230;3015;4;3;4728;51;67;267;45;1960;1243;5533;14
;195;1301;189;3463;4;3;5657;65;81;40;4;1960;150;5435;16
;304;1156;51;9417;6;3;5440;17;4;38;4;1960;939;6367;7




























































