;4,38916;4,274902;4,223633;4,29541;4,301758;4,242188;4,332031;4,228027;4,206543;4,244141;4,285645;4,177734;4,357422;4,519531;4,354492
;5,235352;5,661133;4,928223;5,219238;5,240723;5,422363;5,324219;5,317871;5,55127;5,223633;5,212891;5,587402;5,513184;5,394531;5,525391
;5,789063;6,1875;5,62793;5,946289;6,231445;6,540527;5,621094;6,005371;6,187012;5,975098;5,869141;5,849609;6,769043;5,804688;6,431641
;5,484375;5,325684;5,968262;6,121582;5,145996;5,77832;5,321289;5,871582;5,558594;5,577148;5,450684;5,723633;5,937988;5,782227;5,988281
;4,721191;5,180664;5,586426;5,271973;4,695313;5,787109;4,976563;5,061035;5,400879;5,125977;4,97168;4,76416;5,917969;5,055664;6,015625
;4,396973;4,871582;5,42334;5,152344;5,099609;5,625;4,962402;3,98877;5,251465;4,83252;5,015137;3,879883;6,333984;4,046875;5,150391
;4,604492;4;4,397949;4,921875;4,772949;5,800293;5,006836;4,101563;5,609863;4,840332;4,805664;4,310059;5,853516;3,936523;5,521484
;4,920898;4,001953;4,188965;5,168945;4,556641;5,846191;5,14502;3,814453;5,552246;5,144043;4,73291;4,008301;6,373047;4,177734;5,207031
;4,469727;3,80957;4,182129;5,295898;4,736328;5,79248;5,172852;4,246094;5,646973;5,156738;4,841797;3,964355;6,132813;3,864258;5,314453
;4,821777;3,189453;4,147949;5,17041;4,827637;5,672852;4,830566;4,105469;5,758789;4,867676;5,376465;4,391113;5,792969;4,092773;5,405273
;4,654297;3,248535;4,438477;5,75;4,986816;5,753418;4,504395;4,10791;5,405273;4,898438;5,054199;4,314453;5,640625;3,891602;5,539063
;4,951172;3,289551;4,362793;4,941406;4,879395;6,255371;4,730469;4,314941;5,541504;4,91748;4,273926;4,249512;5,521484;4,080078;5,404297
;4,729492;3,489258;3,925781;5,027832;3,999512;4,993652;5,061035;3,945313;6,03125;4,722656;4,166016;4,401367;5,680664;4,300781;5,756836
;4,976563;4,087891;3,248535;4,974121;4,254395;4,820801;4,35791;4,050781;4,794922;5,265137;3,73584;4,328613;5,285156;4,107422;5,475586
;4,67627;3,422363;3,353516;5,072754;4,044434;4,859863;4,341309;3,971191;4,850098;5,00293;3,297852;4,241211;4,231445;4,226563;5,820313
;3,57666;3,593262;3,923828;4,635742;4,220215;4,689453;3,776367;4,3125;4,539063;4,442871;3,060059;4,258789;3,795898;3,995117;5,551758
;3,789551;3,53418;3,465332;4,254395;4,245117;4,794434;3,566406;3,708496;4,526367;4,806152;3,201172;4,287109;3,803711;4,107422;5,563477
;4,335938;3,432617;3,246094;4,294434;3,962891;4,129395;3,203125;3,687988;4,029297;3,763672;2,500488;4,270508;3,821289;4,21875;5,613281
;4,196289;3,496094;3,356445;4,117676;3,859863;4,217773;2,904297;3,791504;3,632813;3,835938;2,57373;4,281738;3,480469;4,00293;5,667969
;3,399414;3,32959;3,62207;4,144531;4,160156;4,344727;2,894531;3,617676;4,172852;3,542969;2,703613;4,347168;3,695313;4,052734;5,479492
;3,393066;3,233398;3,363281;4,328613;4,020508;3,923828;3,078613;3,372559;3,322754;3,858398;4,279785;2,847656;3,855469;5,663086
;2,831543;3,23584;3,359375;4,144043;4,305664;3,580566;2,573242;3,182617;3,217773;3,005859;3,237793;4,525879;2,685547;3,941406;5,541016
;2,17334;2,943848;2,578125;4,058594;4,126465;3,186523;3,290039;2,955566;3,094238;2,854004;4,334473;2,391602;3,961914;5,81543
;2,230469;2,786133;2,332031;3,893555;4,426758;2,908203;2,375488;3,121094;2,842773;3,225586;4,359375;2,139648;4,303711;5,686523
;2,155273;2,581543;2,525391;4,075195;4,220215;2,974609;2,356934;3,003906;3,054199;3,39502;2,996582;4,686523;2,015625;3,71875;5,724609
;2,54834;2,942383;3,089844;4,348633;4,084961;3,062988;2,041992;2,720215;2,980469;3,098145;2,844727;4,726074;2,202148;2,981445;5,429688
;2,523926;2,354004;3,221191;4,055176;3,819824;3,352539;2,475586;2,343262;3,030762;2,969238;1,897461;3,646973;2,0625;3,419922;5,585938
;2,352051;2,001465;3,186035;4,119141;3,913574;3,483398;2,375;2,569336;2,786621;2,560547;1,916504;4,318359;1,958984;3,177734;5,457031
;1,944336;1,875977;3,354492;4,076172;3,947754;3,161621;2,749023;2,787598;2,709473;2,899414;2,155273;4,168945;1,125;2,96875;5,477539
;1,720703;1,898438;2,611816;4,129395;4,06543;3,411133;2,365234;2,737793;2,545898;2,905762;2,752441;3,368652;0,6914063;3,110352;5,382813
;1,907715;2,028809;3,097168;4,062012;4,04248;3,085449;2,51709;2,582031;2,660645;2,835449;2,626465;3,594727;0,6962891;2,578125;5,682617
;1,917969;2,085449;2,645508;4,066406;4,071777;3,044922;2,400391;2,508789;2,503418;3,116211;2,667969;3,443848;0,8837891;2,604492;5,478516
;1,84082;2,103516;2,637207;4,046875;4,181641;3,023926;2,289063;2,365234;2,481934;2,784668;2,239746;3,375488;0,7841797;2,576172;5,625
;2,332031;2,372559;2,90918;4,106934;4,120605;2,197266;2,399902;2,325684;2,644531;3,044434;2,409668;3,55127;0,9287109;2,492188;5,518555
;2,199219;2,374512;2,417969;4,17041;4,218262;2,186035;2,503418;2,057129;2,07373;3,350098;2,594238;3,46875;1,28418;2,873047;5,50293
;1,904297;2,679688;2,30957;4,106445;4,02002;2,165527;2,4375;2,022461;1,815918;3,305664;2,434082;3,620117;1,28125;2,950195;5,478516
;1,141602;2,597656;2,353516;3,959961;3,926758;2,306152;2,257813;2,069336;2,141602;3,44873;2,342285;3,459961;1,344727;5,753906
;1,001953;2,601563;2,043457;4,158203;3,916504;2,282227;2,579102;1,927246;2,075195;2,766602;2,397461;3,76123;1,275391;3,267578;5,576172
;1,008301;2,040039;2,15918;4,048828;3,889648;2,14209;2,266113;1,694824;2,124512;2,929199;2,516602;3,200195;1,282227;3,012695;5,456055
;0,8188477;2,277832;2,114746;4,173828;4,078125;1,993652;2,302734;1,854492;1,897949;2,369141;2,341309;3,179688;1,204102;3,145508;5,394531




























































